analysis_type,best_property_type,best_room_type,best_accommodates,total_stays_achieved,avg_revenue_per_active_listing,total_active_listings,explanation
ANSWER,HOUSE,ENTIRE HOME/APT,9,1004.0,15214.89,56.0,This property type achieves the highest number of stays across all neighbourhoods
